
"Utkonos", "Напиток Evervess Tonic 2,25л", 7660
"Cont", "Напиток "Pepsi Cola" (Пепси Кола) газированный 2,25л пл/бут", 7090

"Utkonos", "Напиток Evervess Bitter Lemon 2,25л", 7660
"Cont", "Напиток "Irn-Bru" (Айрн-брю) газированный 2,25л пл/бут", 7590

"Utkonos", "Нектар ФрутоНяня тыква с мякотью с 3-х лет, 0,5л", 4370
"Cont", "Квас "Першинъ" 0,5л пл.бутылка", 4090

"Utkonos", "Квас Лидский хлебный, 1,5л", 6610
"Cont", "Квас "Кружка и Бочка" 1,5л газированный Россия", 6590

"Utkonos", "Нектар ФрутоНяня Морковь с мякотью с 3-х лет, 0,5л", 4370
"Cont", "Квас "Кружка и бочка" традиционный 0,5л пл.бутылка", 4190

"Utkonos", "Чай Lipton холодный Персик 0,6л", 5290
"Cont", "Чай холодный "Lipton" (Липтон) лимон 0,6л пл.бутылка", 5590

"Utkonos", "Чай Lipton Зеленый холодный 0,6л", 5100
"Cont", "Чай холодный "Lipton" (Липтон) зеленый 0,6л пл.бутылка", 5390

"Utkonos", "Напиток Red Bull энергетический газированный безалкогольный 0,25л ж/б", 7960
"Cont", "Напиток энергетический "Bullit" 0,5л ж/б", 7990

"Utkonos", "Сахарозаменитель Novasweet Aspartame 350 таблеток", 8690
"Cont", "Напиток энергетический "Adrenaline rush" (Адреналин Раш) газированный 500мл ж/б", 9090

"Utkonos", "Подсластитель Rio Gold 1200 таблеток", 8300
"Cont", "Напиток энергетический "Red Bull" (Ред Булл) газированный 355мл ж/б", 8090

"Utkonos", "Сок Тонус апельсиновый с мякотью восстановленный 1,45л", 10800
"Cont", "Сок "Тонус" 100% яблоко осветленный 1,45л", 11000

"Utkonos", "Сок Сады Придонья яблочно-виноградный осветленный с 6-ти месяцев 0,2л", 1820
"Cont", "Сок "Сады Придонья" яблоко прямого отжима 0,2л Tetra Brik", 1830

"Utkonos", "Сок J-7 апельсиновый 100% с мякотью 0,97л", 7200
"Cont", "Сок "Я" яблоко с мякотью 0,97л Лебедянский", 7490

"Utkonos", "Сок Сады Придонья зеленое яблоко с 4 месяцев 0,2л", 1710
"Cont", "Сок "Добрый" яблоко 0,2л", 1790

"Utkonos", "Томатный продукт Tomato Gusto 100%, 0,75л стекло", 16700
"Cont", "Напиток сокосодержащий "Yoga" (Йога) Оптимум грушевый с добавлением сахара 0,75л пл.бутылка Италия", 17000

"Utkonos", "Компот ФрутоНяня из вишни и малины для детей с 5 месяцев, 0,2л", 1929
"Cont", "Сок детский "ФрутоНяня" яблоко вишня 0,2л пакет Россия", 1990

"Utkonos", "Нектар EDEN Мультифруктовый с мякотью, 0,9л", 6750
"Cont", "Нектар "Фруктовый сад" груша и яблоко с мякотью 0,95л", 6790

"Utkonos", "Нектар Hipp Сливовый с 4 месяцев 0,2л", 7560
"Cont", "Нектар "Yoga" (Йога) Оптимум персиковый 0,2л ст.бутылка Италия", 7990

"Utkonos", "Печень Куриное царство замороженная 1кг", 15600
"Cont", "Бедро куриное охлажденное 1кг Собственное производство", 14900

"Utkonos", "Желудки Куриное царство замороженные 1кг", 12000
"Cont", "Цыпленок бройлер фасованный 1кг Собственное производство", 12500

"Utkonos", "Креветки Королевские Vici в панцире варено-мороженые 30/40 1кг", 92600
"Cont", "Окорок "Свиной" варено-копченый 1кг Ремит", 91000

"Utkonos", "Корейка Останкино нарезка варено-копченая в вакууме, 150г", 9400
"Cont", "Корейка "По-Останкински" варено-копченая 150г нарезка", 9990

"Utkonos", "Шейка Микоян Кремлевская в черносливе копчено-вареная в вакууме нарезка 150г шт", 19000
"Cont", "Шейка "Московская" варено-копченая 150г нарезка в/у Микоян", 18000

"Utkonos", "Пикша Дары моря без головы потрошеная свежемороженая 800г", 22200
"Cont", "Колбаса "Салями" Наполи сыровяленая 80г Клинский МК", 22000

"Utkonos", "Бефстроганов Калужский фермер из говядины охлажденный 450г", 33800
"Cont", "Колбаса "Сервелат Финский" варено-копченая высший сорт мини 450г Мортадель", 33000

"Utkonos", "Баранина Фермерский урожай для плова охлажденная, 500г", 34500
"Cont", "Колбаса "Докторская" вареная в полиамидной оболочке высший сорт 500г Клинский МК", 36000

"Utkonos", "Стейк Индолина из грудки индейки охлажденный в ГЗС 500г", 21700
"Cont", "Колбаса "Докторская" вареная в полиамидной оболочке ГОСТ высший сорт 500г Останскинский МК", 23000

"Utkonos", "Мясо мидий Бухта изобилия варено-мороженое 500г", 32500
"Cont", "Колбаса "Любительская" вареная 500г Велком", 32000

"Utkonos", "Кета Талдом-рыба филе без кожи замороженное 500г", 23000
"Cont", "Колбаса "Сливочная" вареная 500г в/у КампоМос", 24000

"Utkonos", "Кальмар Талдом-рыба филе без кожи замороженное 500г", 17600
"Cont", "Колбаса "Молочная" вареная из охл мяса 500г Велком", 17900

"Utkonos", "Сливки Альпенгурт Кондитер взбитые, 250г", 19100
"Cont", "Сыр Голландский "КОМО" полутвердый 45% 250г", 19000

"Utkonos", "Сахарозаменитель Леовит "Стевия" натуральный, 150 таблеток", 19700
"Cont", "Сырная косичка копченая 43% 180г Боровский сыр", 20000

"Utkonos", "Лещ Астраханский вяленый в сувенирном коробе, 1кг", 59400
"Cont", "Сыр Витязь "Стародубские сыры" 40% 1кг Россия", 60000

"Utkonos", "Масло Экомилк Шоколадное сливочное 62%, 180г", 11800
"Cont", "Сыр Легкий "Тысяча Озер" 30% 180г нарезка", 12000

"Utkonos", "Творог зерненый 101 зерно + сливки 5% 130г", 4180
"Cont", "Сыр копченый "Сырцееды" ЭКО 30г", 4190

"Utkonos", "Сыр Schоnfeld Гауда 48%, 150г нарезка", 13600
"Cont", "Сыр "Брест-Литовск" легкий 35% 150г нарезка", 13000

"Utkonos", "Фруктоза Распак Натуральный фруктовый сахар 1кг", 31900
"Cont", "Сыр Гауда 48% 1кг брус", 33000

"Utkonos", "Сыр Galbani Mozzarella 45%, 125г", 12600
"Cont", "Сыр Моцарелла Фиор ди Латте 50% 125г Россия", 13000

"Utkonos", "Сыр Cheese Lovers с оливками и томатами 50%, 150г нарезка", 17300
"Cont", "Сыр Моцарелла "Galbani" (Гальбани) 20 мини 38% 150г поли-пак", 18000

"Utkonos", "Сыр Hochland плавленый чизбургер ломтики 45%, 8*150г", 6620
"Cont", "Сыр плавленый "Hochland" (Хохланд) Сэндвич 48% 150г 8 ломтиков", 6890

"Utkonos", "Запеканка President творожная Дольче с ванилью 5,5% 165г", 7490
"Cont", "Сыр плавленый "President" (Президент) Мастер Бутерброда с грибами 40% 150г 8-ломтиков", 7390

"Utkonos", "Масло Venta сливочное 82,5% 10*10г", 6310
"Cont", "Сыр плавленый "Viola" (Виола) сливочный 45% 150г 8-ломтиков", 6290

"Utkonos", "Сыр Hochland плавленый с грибами, 200г", 8220
"Cont", "Сыр плавленый "Viola" (Виола) сливочный 29% 200г ванночка", 8090

"Utkonos", "Сыр Hochland творожный сливочный 60%, 140г", 6580
"Cont", "Сыр плавленый "Hochland" (Хохланд) сливочный 55% 140г порционный", 6390

"Utkonos", "Сыр Карат Дружба плавленый 55%, 90г фольга", 2570
"Cont", "Сыр плавленый "Карат" с луком для супа 55% 90г", 2610

"Utkonos", "Кефир термостатный 3,2%, 900г", 14900
"Cont", "Сыр плавленый "Viola" (Виола) с салями 55% 400г ванночка", 15000

"Utkonos", "Сметана President 15%, 400г", 8820
"Cont", "Сыр плавленый "President" (Президент) с пряными травами 45% 200г ванночка", 8790

"Utkonos", "Творог President Рассыпчатый 15% 200г", 9520
"Cont", "Сыр плавленый "President" (Президент) шоколадный 200г ванночка", 8990

"Utkonos", "Сыр Hochland плавленый с ветчиной, 400г", 15600
"Cont", "Сыр Фетакса "Hochland" (Хохланд) плавленый 400г", 16000

"Utkonos", "Продукт сырный плавленый Hochland Фетакса, 400г", 16500
"Cont", "Сыр плавленый "President" (Президент) сливочный 400г ванночка", 17000

"Utkonos", "Сыр Viola плавленый сливочный 8 порций 50%, 140г", 6380
"Cont", "Сыр плавленый "Viola" (Виола) сливочный 21% 140г порционный", 5990

"Utkonos", "Творог Крепыш с 6 месяцев 10%, 100г", 2630
"Cont", "Сыр плавленый "Карат" Дружба 55% 100г фольга Россия", 2500

"Utkonos", "Тилапия Artfish филе без кожи замороженная 400г", 18300
"Cont", "Сыр колбасный "Alparo" (Альпаро) классический плавленый копченый 40% 400г", 18000

"Utkonos", "Сыр President плавленый Моцарелла нарезка, 150г", 7550
"Cont", "Сыр творожный Альметте "Hochland" (Хохланд) сливочный 150г пл.стакан", 7390

"Utkonos", "Сыр Almette творожный с сыром Мааздам 60%, 150г", 8400
"Cont", "Сыр творожный Альметте "Hochland" (Хохланд) с томатами по-итольянски 150г пл.стакан", 8090

"Utkonos", "Сыр Карат Violette творожный с зеленью 70%, 140г", 6590
"Cont", "Сыр творожный "Карат" Violette (Виолетта) с зеленью 70% 140г пл.стакан Россия", 6990

"Utkonos", "Мед Дедушкин улей Новгородский Разнотравье 500г", 18400
"Cont", "Сыр Сиртаки для греческого салата 55% 500г тетрапак", 18000

"Utkonos", "Шпинат Kedainiu консервированный 250г стекло", 19000
"Cont", "Брынза "President" (Президент) 45% 250г ванночка", 18000

"Utkonos", "Форель Artfish стейк замороженный 500г", 32000
"Cont", "Брынза "President" (Президент) 45% 500г", 31000

"Utkonos", "Сыр Vitalat Моцарелла чильеджини, 45% 200г", 18300
"Cont", "Сыр с пряными травами "Седьмой Континент" 45% 200г нарезка", 18000

"Utkonos", "Заменитель сахара Милфорд зюсс 650 таблеток", 8610
"Cont", "Молоко сгущенное "Алексеевское" цельное с сахаром 8,5% 270г дойпак", 8790

"Utkonos", "Толокно Ваше здоровье овсяное 250г", 5930
"Cont", "Молоко сгущенное "Останкинское" цельное с сахаром 250г пласт.упаковка", 5590

"Utkonos", "Концентрат Секрет стройности Стевия грейпфрут с зеленым чаем 0,25л", 18000
"Cont", "Сливки Петмол стерелизованные 33% 0.5л Россия", 18000

"Utkonos", "Подсластитель Сукразит 700 таблеток", 12700
"Cont", "Сливки "Домик в деревне" 25% 480г отборные деревенские", 13000

"Utkonos", "Молоко Домик в деревне топленое 3,2% 0,95л", 7070
"Cont", "Молоко "Простоквашино" 3,2% 0,95л ультрапастеризованное", 6990

"Utkonos", "Молоко Милава пастеризованное Отборное 3,4-6,0%, 0,93л", 6340
"Cont", "Молоко "Простоквашино" топленое 4% 0,93л", 6790

"Utkonos", "Коктейль молочный Shakeria Клубничный 1,5%, 250мл", 17100
"Cont", "Сливки взбитые "Альпенурт" 30% "Кондитюр" 250мл", 17000

"Utkonos", "Молоко Можайское стерилизованное питьевое 1,5%, 0,45л", 6720
"Cont", "Молоко "Можайское" 2,5% 0,45л стерилизованное ст/бут", 6790

"Utkonos", "Кефир Простоквашино 1% 0,93л", 5990
"Cont", "Молоко "Простоквашино" 3,4%-6% 0,93л отборное пастеризованное пл/бут", 5490

"Utkonos", "Молоко Милава ультрапастеризованное питьевое 3,2%, 0,93л", 6070
"Cont", "Молоко "Домик в деревне" 3,7-4,5% 0,93л деревенское отборное пастеризованное пл/бут", 6090

"Utkonos", "Сметана Простоквашино 25%, 350г", 8390
"Cont", "Сливки "Простоквашино" 20% 350г Россия", 8890

"Utkonos", "Смесь Агуша-1 молочная детская с 0 месяцев 3,4% 0,2л", 2900
"Cont", "Сливки "Белый город" 10% 0,2л стерилизованные", 2990

"Utkonos", "Молоко цельное Советское сгущенное с сахаром 8,5%, 270г", 6630
"Cont", "Молоко сгущеное "Молочная страна" с сахаром 270г дой-пак Россия", 6490

"Utkonos", "Кефир Милава 2,5%, 0,93л", 6080
"Cont", "Молоко "Милава" 3,2% ультрапастеризованное 0,95л пл.бутылка", 6290

"Utkonos", "Ряженка Останкинская 2,5%, 0,5л", 3990
"Cont", "Ряженка "Домик в деревне" 3,2% 0,5л тетрапак", 4190

"Utkonos", "Молоко Вологодское ультрапастеризованное 1,5%, 1л", 5970
"Cont", "Кефир "Свитлогорье" 3,2% 1л тетра пак", 6390

"Utkonos", "Кефирный продукт Домик в деревне, 1% 930г", 6380
"Cont", "Кефир "Простоквашино" 2,5% 930г пл.бутылка", 6390

"Utkonos", "Кефир Домик в деревне 3,2%, 1000г", 6230
"Cont", "Кефир "Parmalat" (Пармалат) 3,2% 1000г пл.бутылка", 6090

"Utkonos", "Сок Спеленок Яблоко-Клюква с 6-ти месяцев 0,2л", 2850
"Cont", "Сок "Rich" (Рич) апельсин с мякотью 0,2л", 2990

"Utkonos", "Био-овсяный продукт Velle Дикая вишня питьевой, 250г", 6240
"Cont", "Творог "Домик в деревне" 5,5% 250г", 6190

"Utkonos", "Молоко сгущенное Останкинское с сахаром 8,5% 250г", 5910
"Cont", "Творог "Останкинский" мягкий 0% 250г Останкинский МК", 6290

"Utkonos", "Творог Простоквашино мягкий 5%, 180г", 5240
"Cont", "Творог "Свитлогорье" столовый 2% 180г Беларусь", 5090

"Utkonos", "Творог Брест-Литовск Классический 9%, 250г", 10900
"Cont", "Творог "Рузский" натуральный 0,1% 250г фольга", 11000

"Utkonos", "Творог Благода Крестьянский 12% 200г", 7100
"Cont", "Творог "Милава" 9% 200г линк/флоуп", 7490

"Utkonos", "Творог Благода низкокалорийный, 7,5% 200г", 6860
"Cont", "Масса творожная "Благода" с курагой 200г Россия", 6890

"Utkonos", "Фасоль Пиканта по-монастырски с овощами 530г стекло", 11000
"Cont", "Творог "Вкуснотеево" 350г жир.0,5% стакан Россия", 11000

"Utkonos", "Заменитель сахара Милфорд зюсс 1200 таблеток", 12100
"Cont", "Творог "Вкуснотеево" 350г жир.9% стакан Россия", 12000

"Utkonos", "Творог Тевье молочник Luxury обезжиренный 0%, 200г", 8070
"Cont", "Творог "Благода" 7,5% низкокалорийный 200г", 7790

"Utkonos", "Творог Тевье молочник Luxury 9%, 200г", 10100
"Cont", "Творог Благода традиционный 18% 200г Россия", 9890

"Utkonos", "Сметана Рузская 20%, 175г", 8380
"Cont", "Творог "Рузский" Зерненый 4% 175г пл.стакан Россия", 8490

"Utkonos", "Творог Савушкин "Савушкин хуторок" 9%, 220г", 8390
"Cont", "Творог "Простоквашино" 5% 220г Россия", 7790

"Utkonos", "Сметана Домик в деревне отборная деревенская 25%, 180г", 5470
"Cont", "Масса творожная "Особая" с изюмом 23% 180г Останкинский МК", 5490

"Utkonos", "Сметана Караваево Деревенская 20%, 180г", 6580
"Cont", "Творог "Свитлогорье" 9% 180г в/у Беларусь", 6590

"Utkonos", "Творог Савушкин "Савушкин хуторок" 1%, 220г", 7900
"Cont", "Творог "Простоквашино" 2% 220г в/уп Россия", 7390

"Utkonos", "Творог Коровка из Кореновки обезжиренный, 180г", 7320
"Cont", "Творог "Останкинский" 9% 180г Останкинский МК", 6790

"Utkonos", "Творог Агуша классический 4,5% с 6 месяцев, 100г", 2900
"Cont", "Творог детский "Агуша" чернослив 3,9% 100г", 2990

"Utkonos", "Сметана Новая деревня 15%, 400г", 7760
"Cont", "Сметана "Новая деревня" 15% 400г пл.стакан", 7390

"Utkonos", "Сметана Простоквашино 20%, 180г", 4260
"Cont", "Сметана "Домик в деревне" 20% 180г пл/стакан", 4190

"Utkonos", "Сахарозаменитель Novasweet 650 таблеток", 5270
"Cont", "Сметана "Parmalat" (Пармалат) 15% 200мл пл/стакан", 5090

"Utkonos", "Винегрет Валдайский погребок 500г стекло", 7960
"Cont", "Сметана "Ростагроэкспорт" 20% 500г пл.стакан Россия", 7890

"Utkonos", "Сметана Благода натуральная 15%, 200г", 4450
"Cont", "Сметана "Новая деревня" 20% 200г пл.стакан", 4390

"Utkonos", "Сметана Караваево Деревенская 10%, 180г", 3750
"Cont", "Сметана "Домик в деревне" 15% 180г пл/стакан", 3590

"Utkonos", "Молоко Вологодские МП цельное сгущенное с сахаром 8,5%, 400г", 6860
"Cont", "Сметана "Домик в деревне" 15% 400г пл/стакан", 6890

"Utkonos", "Сметана Домик в деревне 15%, 180г", 3370
"Cont", "Сметана "Простоквашино" 15% 180г Россия", 3190

"Utkonos", "Сметана Простоквашино 20%, 350г", 7310
"Cont", "Сметана "Простоквашино" 25% 350г Россия", 7390

"Utkonos", "Сметана Коровка из Кореновки термостатная 20%, 200г", 5920
"Cont", "Сметана "Благода" 15% 200г пл.стакан", 5790

"Utkonos", "Сметана Останкинская 30%, 180г", 5500
"Cont", "Сметана 15% 180г Останкинский МЗ", 5290

"Utkonos", "Сметана President 30%, 400г", 11300
"Cont", "Сметана "Брест-Литовск" 20% 400г пл.стакан", 11000

"Utkonos", "Сметана Караваево Деревенская 25%, 180г", 7790
"Cont", "Сметана "Останкинская" 30% 180г пл/ст", 7490

"Utkonos", "Сметана Тевье молочник Luxury 20%, 250г", 10200
"Cont", "Сметана Вологодская из Вологды 25% 250г", 11000

"Utkonos", "Масло Вологодское сливочное шоколадное 62%, 180г", 14200
"Cont", "Масло сливочное "Новая деревня" крестьянское 72,5% 180г фольга Экомилк", 14000

"Utkonos", "Сметана Милава 15%, 200г", 3850
"Cont", "Спред "Кремлевское" растительно-сливочный 72,5% 200г фольга", 3790

"Utkonos", "Сметана Ростагроэкспорт 10%, 250г", 4510
"Cont", "Маргарин для выпечки "Пышка" 75% 250г фольга", 4490

"Utkonos", "Горошек 6 соток зеленый консервированный 200г", 6570
"Cont", "Масло сладкосливочное "Крестьянское" 72,5% 200г фольга Мытищинский М3", 6190

"Utkonos", "Мед Дедушкин улей из Алтайского края натуральный цветочный 500г", 27600
"Cont", "Масло сливочное "Доярушка" 82,5% 500г фольга", 29000

"Utkonos", "Масло Золотой Резерв сладко-сливочное Традиционное 82,5%, 180г", 11200
"Cont", "Масло сливочное "Домик в деревне" 82,5% 180г", 11000

"Utkonos", "Масло Золотой Резерв сладкосливочное Крестьянское 72,5%, 180г", 10200
"Cont", "Масло сливочное "Домик в деревне" 72,5% 180г", 9990

"Utkonos", "Напиток кисломолочный For Men Имунеле кофе 1,2%, 4*200г", 11700
"Cont", "Масло сливочное "Останкинское" 82,5% 200г высший сорт", 12000

"Utkonos", "Творог Благода традиционный 18% 200г", 8580
"Cont", "Масло сливочное "Вкуснотеево" крестьянское 72,5% 200г", 8290

"Utkonos", "Масло Ферма сладко-сливочное Крестьянское 72,5%, 180г", 8430
"Cont", "Масло сливочное "Простоквашино" 72,5% 180г фольга", 8490

"Utkonos", "Напиток быстрорастворимый Горячий шоколад Fit со вкусом лесного ореха, 200г", 17500
"Cont", "Масло сливочное "Доярушка" 82,5% 200г фольга", 17000

"Utkonos", "Масло Золотой Резерв сливочное Шоколадное 62,0%, 180г", 9500
"Cont", "Масло сливочное "Простоквашино" Деревенские секреты 82% 180г уп.", 9290

"Utkonos", "Коктейль молочный Здрайверы Шоколад 3% 270г", 3320
"Cont", "Коктейль молочный "Здрайверы" шоколад 3,0% 270г пл.бутылка", 3390

"Utkonos", "Десерт Zott Cremore Double Choc молочный шоколадный со взбитыми сливками, 200г", 5860
"Cont", "Йогурт "Vilvi" (Вилви) с крыжовником 3,5% 200г", 5790

"Utkonos", "Йогурт Ehrmann "Глашенька" клубника 2,5%, 125г", 2140
"Cont", "Йогурт Био Макс 3,2% натуральный 125г пл.стакан Россия", 2020

"Utkonos", "Биойогурт Активиа Лесные ягоды 2,1%, 290г", 3790
"Cont", "Йогурт питьевой "Активиа" 2,1% инжир 290г пл.бутылка Danone", 3690

"Utkonos", "Отруби Диадар Ржаные хрустящие 200г", 2200
"Cont", "Коктейль "Чудо молочное" клубника 2,0% 200г Россия", 2080

"Utkonos", "Напиток Активиа Danone c бифидобактериями натуральный 2,4%, 835г", 7870
"Cont", "Йогурт питьевой "Активиа" 2,4% натуральный 835г пл.бутылка Danone", 7790

"Utkonos", "Десерт творожный Чудо творожок воздушный Персик-Груша 4,2%,100г", 1690
"Cont", "Напиток кисломолочный "Имунеле Нео" мультифрут 0,9% 100г", 1670

"Utkonos", "Продукт овсяный Velle ферментированный Лесные ягоды, 140г", 3950
"Cont", "Йогурт "Ehrmann" (Эрманн) Select клубника 2,0% 140г", 3990

"Utkonos", "Био-йогурт BioMax Черная смородина Малина эффективный 2,7%, 290г", 3390
"Cont", "Йогурт питьевой "Активиа" 2,4% натуральный 290г пл.бутылка Danone", 3490

"Utkonos", "Спред Rama Vitality растительно-жировой, 250г", 5750
"Cont", "Продукт овсяный питьевой "Velle" (Велле) черная смородина 250г пл.бутылка", 5690

"Utkonos", "Продукт творожный Даниссимо с шоколадной крошкой 6,7%, 130г.", 3380
"Cont", "Творожок "Даниссимо" 5,4% персик 130г Danone", 3490

"Utkonos", "Напиток йогуртный Ehrmann Эрмигурт Клубника - киви 1,2%, 290г", 2940
"Cont", "Йогурт питьевой "Чудо" 2,4% клубника-земляника 290г", 2890

"Utkonos", "Продукт Активиа Danone творожная с бифидобактериями 4,5%, 130г", 2970
"Cont", "Творожок "Активиа" 4,3% киви и  ананас 130г пл.стакан Danone", 2880

"Utkonos", "Продукт творожный Даниссимо яблоко-карамель 5,5%, 130г", 3450
"Cont", "Йогурт "Даниссимо" Фантазия 6,9% хрустящими хлопьями в шоколаде 105г Danone", 3490

"Utkonos", "Йогурт молочный "Чудо" двухслойный клубника, 2,5% 125г", 1830
"Cont", "Йогурт "Чудо" черника-малина 2,5% 125г 1шт", 1820

"Utkonos", "Биопродукт Valio Gefilus кефирный 1%, 330г", 4200
"Cont", "Йогурт питьевой "Valio" (Валио) с клубникой обезжиренный 0,4% 330г", 4190

"Utkonos", "Батончик-мюсли Bifrut апельсиново-лимонный на фруктозе 30г", 3290
"Cont", "Снек "Kinder Pingui" (Киндер Пингвин) 30г", 3290

"Utkonos", "Сельдь Русское море Столичная традиционная в масле 250г", 9450
"Cont", "Сельдь "Селедочка Столичная" в масле с укропом в масле 250г в/у Русское Море", 9490

"Utkonos", "Скумбрия Балтийский Берег холодного копчения кусочки, 200г", 11200
"Cont", "Судак отварной в желе 200г Меридиан Россия", 11000

"Utkonos", "Сельдь Матиас филе Оригинал 200г", 10500
"Cont", "Палтус отварной в желе "Меридиан" 200г Россия", 11000

"Utkonos", "Форель Меридиан слабосоленая набор к пиву 200г", 15700
"Cont", "Заливное из семги  отварное 200г Меридиан", 17000

"Utkonos", "Семга Русское море филе кусок слабосоленая в/у 300г", 51100
"Cont", "Филе семги Санта Бремор слабосоленое кусок 300г вак.упак. Россия", 51000

"Utkonos", "Сельдь Балтийский Берег "По-царски" ароматная филе-кусочки в масле, 200г", 8300
"Cont", "Кета отварная в желе 200г Меридиан Россия", 8290

"Utkonos", "Форель Русское море филе кусок слабосоленая в/у 300г", 49000
"Cont", "Форель слабосоленая "Аморе" филе-кусок 300г в/у Рок-1", 49000

"Utkonos", "Тилапия Вега филе без кожи порционное замороженное, 0,5кг", 22200
"Cont", "Филе сельди Матиас оригинальное 0.5кг вак.упак. Беларусь", 23000

"Utkonos", "Семга Томилинская слабосоленая кусок, 300г", 54200
"Cont", "Форель слабосоленая филе-кусок 300г в/у Меридиан", 55000

"Utkonos", "Сельдь Матиас филе с ароматом дыма 250г", 11500
"Cont", "Филе сельди Матиас свежая зелень 250г Санта Бремор", 11000

"Utkonos", "Форель Русское море филе ломтики подкопченные 120г", 27900
"Cont", "Форель слабосоленая ломтики 120г Меридиан", 29000

"Utkonos", "Паштет Brivais Vilnis шпротный "Царский", 250г с ключом", 8600
"Cont", "Салака "Кетус" холодного копчения 250г пл.упаковка", 8590

"Utkonos", "Семга Беринг натуральная кусочки, 240г", 14100
"Cont", "Филе сельди в масле слабосоленое "Славянская" 240г Россия", 14000

"Utkonos", "Сырок Беринг обжаренный в масле, 250г ж/б", 20200
"Cont", "Семга филе кусковая малосольная в/у 200г", 20000

"Utkonos", "Форель Меридиан филе - кусок слабосоленая 300г", 63800
"Cont", "Семга филе-кусок подкопченная 300г Меридиан", 70000

"Utkonos", "Селедочка Русское море Столичная традиционная в масле, 500г", 17300
"Cont", "Салака "Меридиан" горячего копчения 500г пл.упаковка", 18000

"Utkonos", "Сельдь Томилинская филе в масле 500г", 16000
"Cont", "Салака "Меридиан" холодного копчения  500г пл.упаковка", 17000

"Utkonos", "Горбуша, Скумбрия Русское море балык копчено-запеченный кусок, 200г", 22800
"Cont", "Треска филе-ломтики слабосоленые 200г Подольский РК", 23000

"Utkonos", "Крабовые палочки Русское море охлажденные 200г", 5500
"Cont", "Морская капуста "Русское море" в сырном соусе 200г", 5390

"Utkonos", "Крабовое мясо Бухта изобилия замороженное 200г", 6670
"Cont", "Крабовые палочки "Меридиан" охлажденные 200г в/у", 7090

"Utkonos", "Икра "Белуга" осетра, 28,4г", 166500
"Cont", "Икра черная осетровая желтая крышка 28.4г ст/б Астрахань", 171000

"Utkonos", "Икра мойвы Русское море Деликатесная классическая 165г", 8520
"Cont", "Икра мойвы "Русское море" деликатесная подкопченная 165г", 8890

"Utkonos", "Форель Санта Бремор филе-кусок слабосоленая 300г", 54100
"Cont", "Корюшка вяленая (с икрой) 300г  Русский Рыбный Мир", 53300

"Utkonos", "Желтый полосатик Сухогруз сушеный, 70г", 16300
"Cont", "Кальмар сушенный 70г Сухогруз", 16000

"Utkonos", "Стружка путассу Сухогруз сушеная, 70г", 19400
"Cont", "Филе янтарной рыбки 70г Сухогруз", 21000

"Utkonos", "Огурцы Московский Люкс 450г шт", 14800
"Cont", "Томаты Кистевые 450г", 15000

"Utkonos", "Мясо цыпленка Мяскон в собственном соку, 350г ж/б", 17200
"Cont", "Мед "Донских степей" липовый 350г ст.банка", 17000

"Utkonos", "Грибы Домашние Традиции белые консервированные, 350г", 26900
"Cont", "Мед "Донских степей" белая акация 350г ст.банка", 25000

"Utkonos", "Макаронные изделия Макфа Соломка, 400г", 4150
"Cont", "Хлопья овсяные "Седьмой Континент" 3-мин. 400г", 3990

"Utkonos", "Хлопья Крупно овсяные "Геркулес" требующие варки 400г", 4060
"Cont", "Хлопья Четыре злака 400г Седьмой Континент", 3990

"Utkonos", "Орех Семушка Пекан, 150г", 36700
"Cont", "Фундук "Седьмой континент" обжаренный 150г пакет", 34000

"Utkonos", "Ананасы Скатерть-Самобранка кусочки в сиропе, 565г", 10700
"Cont", "Ананасы "Седьмой Континент" кусочки 565г ж/б", 11000

"Utkonos", "Ананасы Lorado кусочками в легком сиропе 565г", 8850
"Cont", "Ананасы "Седьмой Континент" колечки 565г ж/б", 8590

"Utkonos", "Томаты Помидорка в собственном соку 680г", 11000
"Cont", "Компот "Седьмой Континент" из вишни 680г ст.банка", 11000

"Utkonos", "Ассорти Томилинская Горбуша-Сельдь кусочки холодного копчения 300г в/у", 17500
"Cont", "Сыр Пошехонский "Седьмой Континент" 50% 300г брус в/у", 18000

"Utkonos", "Семга Балтийский Берег подкопченая филе-кусочки к пиву, 200г", 18500
"Cont", "Сыр с чили и паприкой "Седьмой Континент" 45% 200г нарезка", 18000

"Utkonos", "Крахмал Фарсис картофельный, 400г", 5600
"Cont", "Печенье "Овсяное" 400г Седьмой Континент", 5690

"Utkonos", "Творог Домик в деревне 0,1% 250г", 5180
"Cont", "Печенье сахарное ''Тверской коктейль'' 250г Седьмой Континент", 5090

"Utkonos", "Конфеты Красный Октябрь Барокко вкус крем-карамель 250г", 7190
"Cont", "Зефир в шоколадной глазури 250г Седьмой Континент", 7090

"Utkonos", "Печенье Брянконфи Детский микс, 350г", 4360
"Cont", "Баранки "Седьмой Континент" сахарные с маком 350г", 4490

"Utkonos", "Леденцы Sula без сахара с витамином "С" дикая вишня, 60г", 6210
