"Cont", "Грудинка "Особая" варено-копченая б/к в/с СКИН 150г нарезка в/у Останкинский МК", 12000

"Utkonos", "Котлета Индолина натуральная из мяса индейки охлажденная в ГЗС 500г", 21300
"Cont", "Колбаса "Сервелат Русский" варено-копченая п/а 500г Микоян", 21000

"Utkonos", "Купаты Останкино Нюрнбергские "Улитка" охлажденные в ГЗС 400г", 21800
"Cont", "Колбаса "Молочная" вареная в полиамидной оболочке 400г Дымов", 23000

"Utkonos", "Сосиски Клин Сливочные в целлофановой оболочке в МГА 470г", 22800
"Cont", "Сосиски "Венские" высший сорт 470г Клинский МК", 22000

"Utkonos", "Хек Вега филе без кожи замороженное, 1кг", 37000
"Cont", "Сосиски "Венские" 1кг Дымов", 39000

"Utkonos", "Сосиски Дымов Баварские в натуральной оболочке в ГЗС 460г", 25000
"Cont", "Сосиски "Докторские" в целлофановой оболочке 460г Клинский МК", 25000

"Utkonos", "Фарш Велком из свинины и говядины охлажденный в ГЗС 350г", 19800
"Cont", "Сосиски "Венские" 350г в/у КампоМос", 19000

"Utkonos", "Креветки Delight "Салатные" очищенные 200/300 варено-мороженые, 500г", 37400
"Cont", "Сардельки "Сочные" (кг) Дмитрогорский продукт", 35000

"Utkonos", "Сосиски Царь-продукт Молочные в вакууме 350г", 13600
"Cont", "Сосиски "Докторские" в целлофановой оболочке 350г в/у Останкино", 14000

"Utkonos", "Филе-кусок трески Agama без кожи замороженное, 400г", 39900
"Cont", "Сосиски "Premi" деликатесные из телятины и свинины с лесными грибами 400г карт.упак Клинский МК", 38000

"Utkonos", "Сыр Laime Тильзитер 50%, 150г", 12700
"Cont", "Сыр Голландский "Город сыра" 45% 150г нарезка", 12000

"Utkonos", "Сыр Боровский сыр Косичка сырная копченая 43% 180г", 17000
"Cont", "Сыр Сливочный "Тысяча Озер" 50% 180г нарезка", 17000

"Utkonos", "Сыр Bonfesto Моцарелла 45%, 150г 3 шарика", 9760
"Cont", "Сыр Костромской "Город сыра" 45% 150г нарезка", 9790

"Utkonos", "Кисель Здоровье "Черничный" с кусочками черники быстрорастворимый, 150г (zip-пакет)", 11700
"Cont", "Сыр Тильзитер "Ламбер" 45% нарезка 150г Россия", 11000

"Utkonos", "Сыр Viola плавленый Итальянское избранное ассорти с пармской ветчиной, томатом и базиликом, песто, пармезаном 21%, 130г", 6380
"Cont", "Сыр плавленый "Viola" (Виола) Ассорти Русское избранное 130г порционный", 5990

"Utkonos", "Кефир Рузский 1,5%, 1000г", 11600
"Cont", "Молоко питьевое пастеризованное ''Рузское'' 1%  1000г п/пак Кёрв с крышечкой Рузское молоко", 12000

"Utkonos", "Молоко М Лианозовское ультрапастеризованное 2,5%, 0,95л", 6680
"Cont", "Молоко "Домик в деревне" 3,5% 0,95л стерилизованное пакет", 7090

"Utkonos", "Сметана Ростагроэкспорт 20%, 200г пластиковый стакан", 5180
"Cont", "Сливки Простоквашино 20% 200г пакет Россия", 5390

"Utkonos", "Ряженка термостатная традиционная на топленом молоке 2,5%, 0,5л", 10500
"Cont", "Сливки Петмол 11% 0.5л Россия", 9690

"Utkonos", "Сгущенка Густияр Какао 8,5% 270г", 6170
"Cont", "Молоко сгущенное с сахаром "Любимая Классика" 270г дой-пак Промконсервы", 5990

"Utkonos", "Кефир Рузский обогащен йодированным белком 2,5%, 500г", 9570
"Cont", "БиоКефир "Рузский" бифилайф 2,5% 500г", 9590

"Utkonos", "Молоко ФрутоНяня ультрапастеризованное для питания детей, 2,5% 0,5л", 3900
"Cont", "БиоКефир "Останкинский" 0% 0,5л.", 3990

"Utkonos", "Сметана Ростагроэкспорт 15%, 250г", 4920
"Cont", "Пахта "Рузская" 0,4-0,7% 250г Россия", 4890

"Utkonos", "Корнишоны 6 соток маринованные 350г", 9500
"Cont", "Ряженка "Рузская" 2,5% 330г Россия", 9690

"Utkonos", "Кефир Домик в деревне 2,5%, 1000г", 6790
"Cont", "Кефир "Высоко Высоко" 1,5% 1000г тетра-брик с крышкой Беларусь", 7090

"Utkonos", "Напиток Party Мажитэль сывороточно - молочный Пина Колада, 950г", 6000
"Cont", "Напиток кисломолочный "БиоМакс" Кефирный эффективный 2,5% 950г пл.бутылка", 6190

"Utkonos", "Ряженка Рузская 2,5%, 330г", 8800
"Cont", "Варенец ''Рузский'' 2,5% 330г Рузское молоко", 9290

"Utkonos", "Сметана Б.Ю.Александров 20%, 150г", 5790
"Cont", "Сырок творожный "Б.Ю. Александров" с ванилином 16% 100г Россия", 5990

"Utkonos", "Десерт Gildo and Maria Profiteroles Профитроли, 80г", 8890
"Cont", "Творог "Vilvi" (Вилви) 9% 180г", 8790

"Utkonos", "Творог Тевье молочник Luxury 18%, 200г", 9720
"Cont", "Творог "President" (Президент) рассыпчатый 2,0% 200г", 9490

"Utkonos", "Сырок РостАгроЭкспорт творожный с сахаром и изюмом 16,5% 90г", 2800
"Cont", "Сырок творожный "Ростагроэкспорт" с сахаром и изюмом 0% обезжиренный 90г флоупак", 2740

"Utkonos", "Творог Простоквашино классический 5% 220г", 8500
"Cont", "Творог "Простоквашино" 9% 220г в/упак. Россия", 8390

"Utkonos", "Продукт творожный Творожинка Утренник, 150г", 4840
"Cont", "Творог зерненый "Простоквашино" черника 5% 150г пл.стакан Россия", 4890

"Utkonos", "Йогурт питьевой "Активиа" обогащенный бифидобактериями Дыня и Земляника 2%, 290г", 2650
"Cont", "Сырок творожный "Ростагроэкспорт" с сахаром и изюмом 16,5% 90г флоупак", 2670

"Utkonos", "Творог Агуша детский, фруктовый, Яблоко и Банан 3,9% с 6-ти месяцев, 100г", 3000
"Cont", "Масса творожная "Благода" с изюмом 100г", 3190

"Utkonos", "Сырок творожный глазированный Б.Ю.Александров в молочном шоколаде с ванилью 5%, 50г", 3580
"Cont", "Сырок глазированный "Б.Ю. Александров" в молочном шоколаде 26% 50г Россия", 3490

"Utkonos", "Сметана Брест-Литовск 20%, 200г", 4810
"Cont", "Сметана "Новая деревня" 15% 200г пл.стакан", 4490

"Utkonos", "Биопродукт Активиа йогуртно-творожный двухслойный с клубникой 4,8%, 140г", 3820
"Cont", "Творожок "Даниссимо" двухслойный 5% черная и красная смородина 140г Danone", 3890

"Utkonos", "Скумбрия Томилинская подкопченная в масле (кусок) 500г", 19000
"Cont", "Филе Тилапии без шкуры 500г вак. упак.замарозка Россия Штурман", 18000

"Utkonos", "Фарш Останкино Любительский охлажденный, 500г", 16100
"Cont", "Филе минтая свежемороженное без шкуры 500г Россия Штурман", 16000

"Utkonos", "Сельдь Vici "Душа океана" атлантическая крупная жирная специального посола 1300г ж/б", 36200
"Cont", "Сельдь "Балтийский берег" специального посола жирная 1300г пл.банка", 36000

"Utkonos", "Сайра Лунское море натуральная 250г ж/б", 5830
"Cont", "Мойва "Кетус" холодного кочения 250г пл.упаковка", 5990

"Utkonos", "Семга Томилинская филе-ломтики в масле 200г", 17400
"Cont", "Форель х/к кусок на коже в/у 200г Кавиан", 17900

"Utkonos", "Сельдь Исландка филе-кусочки в красном вине, 200г ж/б", 12200
"Cont", "Крабовое мясо "Меридиан" Снежный краб 200г в/у", 13000

"Utkonos", "Лососевые Олива Факел к пиву слабосоленые в/у 200г", 4090
"Cont", "Салат "Сахалинский" из маринованной морской капусты 200г Меридиан", 3990

"Utkonos", "Крабовые палочки Санта Бремор охлажденные 200г", 6040
"Cont", "Палочки крабовые Мирамар 200г Меридиан", 5990

"Utkonos", "Мясо Краба Беринг натуральное, 140г", 37600
"Cont", "Икра красная зернистая лососевых рыб 140г ж/б Камчатское море", 38000

"Utkonos", "Икра Шаланда лососевая зернистая, 90г", 41300
"Cont", "Икра красная лососевая "Меридиан" 90г ст.банка", 41000

"Utkonos", "Щавель свежий 200г", 10500
"Cont", "Набор для Окрошки (лук, укроп, редис) 200г Зеленый Мир", 9700

"Utkonos", "Перец светофор шт", 25300
"Cont", "Томаты Сливовидные 1кг", 23990

"Utkonos", "Семечки Бабкины жареные 300г", 7700
"Cont", "Огурцы свежие  корнишоны Экстра "Новиков" 300г Россия", 7890

"Utkonos", "Лук Россия красный (калибр 50+) (чулок)", 11900
"Cont", "Сельдерей корень 1кг", 12000

"Utkonos", "Свекла Живые Витамины 1кг шт", 3900
"Cont", "Капуста белокочанная 1кг", 3890
"Utkonos", "Говядина Скопинский МК тушеная высший сорт 325г ж/б", 14100
"Cont", "Говядина тушеная "Седьмой Континент" ГОСТ высший сорт 338г ж/б (тушенка)", 11000

"Utkonos", "Кукуруза 6 соток сладкая 212мл", 6650
"Cont", "Тесто "Седьмой континент" слоеное бездрожжевое 500г", 5290

"Utkonos", "Грузди Скатерть-Самобранка маринованные отборные, 330г", 12500
"Cont", "Мороженое "Седьмой Континент" ванильное 500г контейнер", 12000

"Utkonos", "Карамель Бабаевский Клубника со сливками 250г", 4450
"Cont", "Сухари "Седьмой Континент" с изюмом 300г", 4590

"Komus", "Нож канцелярский 18 мм с фиксатором, упаковка полибег", 4130
"Cont", "Туалетная бумага "Седьмой континент" 2-сл. 4 рулона", 3890

"Utkonos", "Сыр Hochland плавленый Ассорти маасдам, филейка ароматная, с салями 8шт, 140г", 6280
"Cont", "Сыр творожный Альметте "Hochland" (Хохланд) с томатами по-итольянски 150г пл.стакан", 8090

"Utkonos", "Чай зеленый Newby Зеленая сенча, 100г", 43000
"Cont", "Чай "Newby" (Ньюби) Зеленая сенча зеленый 25пак х 2г", 36000

"Utkonos", "Напиток Pepsi Light 2,25л", 5780
"Cont", "Напиток "Pepsi Light" (Пепси лайт) газированный 1,25л пл/бут", 5790

"Utkonos", "Напиток из Черноголовки Дюшес безалкогольный сильногазированный 0,5л стекло", 4930
"Cont", "Напитки из Черноголовки ''Крюшон'' газированный 1,0л ст/бут", 5790

"Utkonos", "Вода Humana детская питьевая не газированная, 0,5л", 5450
"Cont", "Напиток "Fanta" (Фанта) виноград газированный 1,0л пл.бутылка", 5690

"Utkonos", "Напиток Черноголовка Дюшес, 1л", 6100
"Cont", "Напитки из Черноголовки "Дюшес" газированный 2,0л пл/бут", 6190

"Utkonos", "Напиток Черноголовка Тархун, 1л", 6300
"Cont", "Напитки из Черноголовки ''Тархун'' газированный 2,0л пл/бут", 6190

"Utkonos", "Напиток Sprite вкус лимона сильногазированный, 2л", 4990
"Cont", "Напиток "Sprite" (Спрайт) газированный 0,5л пл/бут", 4690

"Utkonos", "Напиток Coca-Cola сильногазированный, 2л", 4990
"Cont", "Напиток "Coca-cola" (Кока-кола) газированный 0,5л пл.бутылка", 4690

"Utkonos", "Напиток Sprite сильногазированный со вкусом лайма и лимона, 1,5л", 6680
"Cont", "Напиток "Sprite" (Спрайт) газированный 2,0л пл/бут", 7490

"Utkonos", "Кукуруза 6 соток сладкая 340г", 7680
"Cont", "Сыр творожный "Danville" (Данвилле) сливочный 73% 150г", 8090

"Utkonos", "Сыр Сиртаки для греческого салата рассольный 35%, 250г", 12500
"Cont", "Сыр Сиртаки для греческого салата 55% 500г тетрапак", 18000

"Utkonos", "Каперсы Iberica 100г", 14800
"Cont", "Сливки "Parmalat" (Пармалат) 35% 500мл", 19000

"Utkonos", "Молоко Останкинское пастеризованное 36 копеек 3,2%, 900г", 5340
"Cont", "Молоко "Свитлогорье" 3,2% ультрапастеризованное 0,9л пл.бутылка", 6890

"Utkonos", "Молоко Домик в деревне ультрапастеризованное 3,2%, 950г", 6700
"Cont", "Сливки "Домик в деревне" 20% 200мл пакет", 6890

"Utkonos", "Молоко Parmalat ультрапастеризованное 3,5%, 1л", 7260
"Cont", "Сливки "Parmalat" (Пармалат) 35% 200мл", 9090

"Utkonos", "Горошек 6 соток зеленый 400г", 7150
"Cont", "Молоко "Вкуснотеево" 3,8% 1,0л пастеризованное пакет", 7690

"Utkonos", "Молоко Простоквашино отборное пастеризованное 3,4-4,5%, 0,93л", 5560
"Cont", "Молоко "Простоквашино" 2,5% 1,0л пастеризованное пл/бут", 5390

"Utkonos", "Мацони Чистая линия из козьего молока 4,4%, 500 г", 14800
"Cont", "Молоко козье "Чистая линия" 3,3% 0,31л стерилизованное ст/бут", 16000

"Utkonos", "Сливки Домик в деревне стерилизованные 20%, 480г", 14100
"Cont", "Сливки "Домик в деревне" 25% 480г отборные деревенские", 13000

"Utkonos", "Сливки Домик в деревне 10% стерилизованные, 480г", 7470
"Cont", "Молоко "Домик в деревне" 2,5% 0,95л стерилизованное пакет", 6490

"Utkonos", "Молоко Домик в деревне 1,5%, 950г", 6100
"Cont", "Сливки "Домик в деревне" 10% 200мл стерилизованные", 4390

"Utkonos", "Сливки Домик в деревне 20%, 200г", 7180
"Cont", "Сливки "Домик в деревне" 10% 470мл стерилизованные", 7690

"Utkonos", "Творожное зерно Простоквашино в сливках с черникой, 7% 150г", 5120
"Cont", "Молоко "Простоквашино" 3,4%-6% 0,93л отборное пастеризованное пл/бут", 5490

"Utkonos", "Молоко Домик в деревне ультрапастеризованное 0,5%, 950г", 5900
"Cont", "Молоко "Домик в деревне" 3,7-4,5% 0,93л деревенское отборное пастеризованное пл/бут", 6090

"Utkonos", "Молоко Белый город ультрапастеризованное 3,2%, 1л", 6210
"Cont", "Молоко "Летний день" 3,2% 0,95л ультрапастеризованное", 6990

"Utkonos", "Сливки Домик в деревне питьевые стерилизованные 10%, 200г", 4300
"Cont", "Молоко "Домик в деревне" 3,2% 0,95л стерилизованное пакет", 6290

"Utkonos", "Сливки Белый город питьевые ультрапастеризованные 10%, 200г", 3450
"Cont", "Сливки "Белый город" 10% 0,2л стерилизованные", 2990

"Utkonos", "Молоко Милава ультрапастеризованное питьевое 3,2%, 0,93л", 6070
"Cont", "Молоко "Милава" 3,2% ультрапастеризованное 0,95л пл.бутылка", 6290

"Utkonos", "Молоко Домик в деревне ультрапастеризованное 2,5%, 950г", 6860
"Cont", "Простокваша "Домик в деревне" 3,2% 0,5л тетрапак", 5090

"Utkonos", "Кефир Простоквашино 3,2%, 0,93л", 6350
"Cont", "Биокефир "Останкинский" 3,2% 1,0л", 7690

"Utkonos", "Фасоль 6 соток красная 400г", 7450
"Cont", "Кефир "Свитлогорье" 3,2% 1л тетра пак", 8090

"Utkonos", "Молоко сгущенное Останкинское с сахаром 8,5% 250г", 5910
"Cont", "Ряженка "Останкинская" 2,5% 1,0л пакет", 6890

"Utkonos", "Ряженка Останкинская 2,5%, 0,5л", 3990
"Cont", "БиоКефир "БиоМакс" эффективный 2,5% 0,5л", 4190

"Utkonos", "Сметана Ростагроэкспорт 20%, 200г пластиковый стакан", 5180
"Cont", "Кефир "Простоквашино" 3,2% 930г пл.бутылка", 5690

"Utkonos", "Напиток Активиа Danone c бифидобактериями Кефирная 1,0%, 450г", 4190
"Cont", "БиоПродукт "Активиа" кефирная 1% 425г пл.бутылка Danone", 3890

"Utkonos", "Сметана Домик в деревне 15%, 180г", 3370
"Cont", "Кефир "Домик в деревне" 1,0% 0,5л", 3090

"Utkonos", "Биопродукт кефирный Активиа Danone обогащенный бифидобактериями 1,0%, 870г", 7070
"Cont", "БиоПродукт "Активиа" кефирная 1% 835г пл.бутылка Danone", 6390

"Utkonos", "Молоко Рузское пастеризованное 2,5%, 1000г", 11500
"Cont", "БиоКефир "Рузский" бифилайф 2,5% 500г", 9590

"Utkonos", "Творог зерненый 101 зерно + сливки 5% 130г", 4180
"Cont", "Ряженка "Вкуснотеево" 4% 0,5л кувшин", 3990

"Utkonos", "Сливки Домик в деревне 10%, 750г", 10900
"Cont", "Кефир "Домик в деревне" 1,0% 1,0л", 5790

"Utkonos", "Молоко Домик в деревне ультрапастеризованное 3,5%, 950г", 7300
"Cont", "Кефир "Домик в деревне" 3,2% 1,0л", 5990

"Utkonos", "Молоко Брест-Литовск питьевое ультрапастеризованное 3,6%, 1л", 6570
"Cont", "Кефир "Брест-Литовский" 3,6% 950мл пл.бутылка", 7290

"Utkonos", "Кефир Рузский 1,5%, 1000г", 11600
"Cont", "Кефир "Рузский" 2,5% 1,0л", 13000

"Utkonos", "Закваска Простоквашино кисломолочный продукт со злаками, 1% 900г", 7110
"Cont", "Кефир "Простоквашино" 1% 0,930кг пэт/уп", 6790

"Utkonos", "Молоко Домик в деревне топленое 3,2% 0,95л", 7070
"Cont", "Кефир "Домик в деревне" деревенский отборный 4,0% 1000г тетра-брик", 6990

"Utkonos", "Горошек 6 соток зеленый консервированный 200г", 6570
"Cont", "Кефир "Свитлогорье" 3,2% 0,9л пакет", 6390

"Utkonos", "Сырок Простоквашино глазированный с ароматом ванили 45г", 1640
"Cont", "Сырок глазированный "Ростагроэкспорт" с ванилином 5% 50г", 1300

"Utkonos", "Кефир Домик в деревне 3,2%, 1000г", 6230
"Cont", "Творог "Домик в деревне" 0% 250г", 5190

"Utkonos", "Сметана Благода натуральная 15%, 450г", 9020
"Cont", "Творог Благода крестьянский 12% 200г", 7490

"Utkonos", "Каша Главпродукт перловая с говядиной 340г", 3000
"Cont", "Масса творожная "Благода" с изюмом 100г", 3190

"Utkonos", "Ряженка Домик в деревне 3,2%, 0,5л", 3700
"Cont", "Творог "Домик в деревне" 5,0% 130г зерненый со сливками классический", 4490

"Utkonos", "Творог Простоквашино мягкий 5%, 180г", 5240
"Cont", "Творог зерненый "Простоквашино" 5% 130г", 4090

"Utkonos", "Молоко Новая деревня пастеризованное 2,5%, 1л", 8090
"Cont", "Сметана "Новая деревня" 15% 400г пл.стакан", 7390

"Utkonos", "Кисель РостАгроЭкспорт Овсяный сквашенный с клюквой и сахаром, 140г", 4510
"Cont", "Сметана "Ростагроэкспорт" 20% 250г пл.стакан Россия", 4890

"Utkonos", "Ряженка Новая деревня 3,2%, 450г", 3930
"Cont", "Сметана "Новая деревня" 20% 200г пл.стакан", 4390

"Utkonos", "Кефир Простоквашино 2,5%, 0,93л", 6260
"Cont", "Сметана "Простоквашино" 20% 350г", 6290

"Utkonos", "Сметана Из Вологды 15%, 250г", 8950
"Cont", "Сметана 15% 180г Останкинский МЗ", 5290

"Utkonos", "Сметана Ростагроэкспорт 20%, 400г пластиковый стакан", 9710
"Cont", "Сметана "Останкинская" 30% 180г пл/ст", 7490

"Utkonos", "Масло Из Вологды сливочное Крестьянское 72,5%, 180г", 12900
"Cont", "Масло сливочное "Из Вологды" Крестьянское 72,5% 200г фольга Россия", 14000

"Utkonos", "Масло Экомилк коровье сливочное 82,5%, 450г", 22900
"Cont", "Масло сливочное "Доярушка" 82,5% 500г фольга", 29000

"Utkonos", "Кефир термостатный 1%, 900г", 14400
"Cont", "Молоко шоколадное "Nesquik" (Несквик) 2,1% 1,0л пакет", 12000

"Utkonos", "Йогурт питьевой Активиа Danone с бифидобактериями злаки 2,2%, 4*290г", 8400
"Cont", "Йогурт питьевой "Активиа" 2,4% натуральный 835г пл.бутылка Danone", 7790

"Utkonos", "Суп-пюре Podravka гороховый 41г", 2590
"Cont", "Йогурт "Ehrmann" (Эрманн) Эрмигурт сливочный вишня-черешня 7,5% 115г (1шт)", 2040

"Utkonos", "Сырок Чудо кокосовый 23% 40г", 1490
"Cont", "Йогурт "Чудо" классический 3,2% 125г", 1700

"Utkonos", "Продукт Активиа Danone творожная Малина с бифидобактериями 4,2%, 130г", 3030
"Cont", "Йогурт питьевой "Активиа" 2,4% натуральный 290г пл.бутылка Danone", 3490

"Utkonos", "Коктейль Чудо молочное Шоколад 2%, 270г", 2890
"Cont", "Творожок "Чудо" воздушный клубника 4,2% 100г Россия", 2780

"Utkonos", "Йогурт "Чудо" персик-манго, 2,5% 125г", 1830
"Cont", "Йогурт "Чудо" черника-малина 2,5% 125г 1шт", 1820

"Utkonos", "Продукт Активиа Danone творожная с бифидобактериями 4,5%, 130г", 2970
"Cont", "Творожок "Активиа" 4,5% натуральная 130г пл.стакан Danone", 2890

"Utkonos", "Йогурт Чудо вкус Черника - Малина 2,4%, 290 г", 3300
"Cont", "Десерт творожный "Чудо" Коллекция Банана сплит 4,2% 100г пл/ст", 3000

"Utkonos", "Пирожное Kinder Maxi King, 35 г", 5170
"Cont", "Снек "Kinder Pingui" (Киндер Пингвин) 30г", 3290

"Utkonos", "Йогурт Чудо вкус Клубника - Земляника 2,4%, 290г", 3300
"Cont", "Десерт творожный "Чудо" Коллекция Черничный бисквит 4,2% 100г пл/ст", 3000

"Utkonos", "Конфеты Добрый совет С вафлями на фруктозе 200г", 6800
"Cont", "Яйцо куриное "Авдонь" столовое С1 10шт", 6490

"Utkonos", "Клетчатка Сибирская Овсяная Анти-диабет, 170г", 10100
"Cont", "Яйцо куриное "Роскар" Активита С0 10шт", 12000

"Utkonos", "Мороженое Филевское Лакомка Сливочное, 90г", 4030
"Cont", "Яйцо куриное "Сельская Новь" С2 10шт", 7290

"Utkonos", "Мидии Аlax в собственном соку из охлажденного сырья 340г стекло", 34600
"Cont", "Треска охлажденная потрошенная без головы 1кг", 32000

"Utkonos", "Семга Меридиан филе - кусок слабосоленая 300г", 62000
"Cont", "Лосось (семга) охлажденный (~5-6кг) потрошенный с головой 1кг", 63000

"Utkonos", "Форель Русское море филе ломтики подкопченные 120г", 27900
"Cont", "Семга "Русское море" слабосоленая 120г ломтики", 24000

"Utkonos", "Ряпушка Олива Факел вяленая в/у 200г", 32900
"Cont", "Угорь морской горячего копчения 300г кусок в/у Олива-Факел", 32000

"Utkonos", "Сельдь Томилинская филе-кусочки в масле 370г", 12900
"Cont", "Коктейль из морепродуктов "Меридиан" в масле 180г", 12000

"Utkonos", "Тунец Беринг филе в растительном масле, 185г стекло", 32800
"Cont", "Филе сельди в масле с зеленью 1кг Меридиан", 43000

"Utkonos", "Ассорти Лунское море деликатесное 230г железная банка", 8180
"Cont", "Икра мойвы "Русское море" деликатесная с креветкой 165г", 8490

"Utkonos", "Осетр Белуга горячего копчения кусок в вакууме, 700г", 276500
"Cont", "Осетр горячего копчения тушка без кожи в/уп 1кг", 298000

"Utkonos", "Печень трески Беринг натуральная, 200г", 28100
"Cont", "Кальмар горячего копчения 1кг", 31000

"Utkonos", "Форель Русское море филе кусок слабосоленая в/у 300г", 49000
"Cont", "Семга слабосоленая филе кусок 300г вак.упак Русское море", 49000

"Utkonos", "Тунец Беринг кусочками в собственном соку 185г", 20800
"Cont", "Кижуч слабосоленый ломтики 120г в/у Меридиан", 23000

"Utkonos", "Мойва Томилинская холодного копчения жирная 300г", 15200
"Cont", "Масляная холодного копчения 120г ломтики Меридиан", 18000

"Utkonos", "Семга Томилинская слабосоленая кусок, 300г", 54200
"Cont", "Горбуша слабосоленая тушка 1кг Меридиан", 49000

"Utkonos", "Крабовые палочки Vici Снежный краб охлажденные, 250 г", 16900
"Cont", "Крабовые палочки "Vici" (Вичи) Снежный краб охлажденные 200+50г", 17000

"Utkonos", "Сельдь Томилинская филе-кусочки в винном соусе 400г", 12900
"Cont", "Коктейль из морепродуктов "Меридиан" в масле 200г мультивак", 13000

"Utkonos", "Томаты черри красные 250г", 14200
"Cont", "Огурцы среднеплодные премиум 1кг", 18000

"Utkonos", "Голубика 125г", 36300
"Cont", "Огурцы "Московский" Премиум фасованные 450г", 23000

"Utkonos", "Рамбутан шейкер 200г", 37900
"Cont", "Имбирь корень 1кг", 44990

"Utkonos", "Физалис 100г", 14500
"Cont", "Томаты Черри красные 250г", 9990

"Utkonos", "Свекла Живые Витамины 1кг шт", 3900
"Cont", "Картофель 1кг", 2690

"Utkonos", "Капуста Белоручка квашеная по-деревенски, 500 г", 5950
"Cont", "Огурцы короткоплодные 350гр фасовка", 5990

"Utkonos", "Томаты черри красные снэк 250г", 21500
"Cont", "Томаты Красные на ветке 1кг", 21990

"Utkonos", "Укроп свежий 100г", 3500
"Cont", "Тыква 1кг Россия", 4590

"Utkonos", "Жевательная резинка Orbit без сахара, сладкая мята 13,6г", 2380
"Cont", "Перец острый красный свежий 100гр подложка", 2990

"Utkonos", "Клубника 250г", 27900
"Cont", "Томаты Малютка "Московский" 350г уп.", 20000

"Utkonos", "Кокос молодой 1шт", 24600
"Cont", "Картофель премиум для варки 3,0кг сетка", 25990

"Utkonos", "Капуста Белоручка квашеная по-старорусски, 500 г", 5600
"Cont", "Морковь импортная 1кг", 4990

"Utkonos", "Смесь 4 Сезона фруктовая быстрозамороженная 300 г", 9770
"Cont", "Огурцы среднеплодные пупырчатые 1кг", 9490

"Utkonos", "Горошек зеленый 4 Сезона быстрозамороженный 400г", 6660
"Cont", "Огурец длинноплодный 1шт", 5990

"Utkonos", "Картофель Солнечная фазенда целый очищенный в вакууме, 1000г", 9900
"Cont", "Кукуруза вареная Сладкая в початках 400г в/у", 11000

"Utkonos", "Кукуруза Еко Сахарная, 340г", 9940
"Cont", "Огурцы соленые 500г Россия ФерЭльГам", 9590

"Utkonos", "Капуста Белоручка квашеная диабетическая, 1000 г", 10800
"Cont", "Капуста квашеная "ФерЭльГам" деревенская 500г", 7490

"Utkonos", "Капуста Белоручка квашеная с морковью, 500 г", 6300
"Cont", "Капуста квашеная "ФерЭльГам" с морковью 700г", 9790

"Utkonos", "Картофель белый 3кг (сухая чистка )", 16300
"Cont", "Имбирь маринованый "ФерЭльГам" нарезка 400г пл.упаковка", 15000

"Utkonos", "Чеснок Белоручка красный соленый, 500 г", 16800
"Cont", "Спаржа по-корейски 400г уп. Белоручка", 20000

"Utkonos", "Перец чили острый 100г", 12300
"Cont", "Огурцы малосоленые в ведре 0,5кг ФерЭльГам", 12000

"Utkonos", "Овощная смесь 4 Сезона по-деревенски быстрозамороженная, 900г", 17100
"Cont", "Виноград белый без косточек 1кг", 17990

"Utkonos", "Имбирь Белоручка маринованный, 200 г", 11400
"Cont", "Нектарины в корзинке 1кг", 12000

"Utkonos", "Горошек стручковый сладкий, 250г", 32000
"Cont", "Виноград белый с косточкой 1кг", 27990

"Utkonos", "Баклажаны 4 сезона нарезанные 400г", 7110
"Cont", "Яблоки 1кг Россия", 7590

"Utkonos", "Огурцы Белоручка соленые, 1000 г", 14200
"Cont", "Апельсины премиум столовые 1кг", 17000

"Utkonos", "Аджика ФЭГ по-домашнему 200г", 7300
"Cont", "Апельсины красные 1кг", 7490

"Utkonos", "Салат Белая Дача Ассорти 200г", 10300
"Cont", "Салат "Нежный Корн" Белая дача 75г", 16000

"Utkonos", "Салат Белая Дача Хрустящий Айсберг 200г шт", 10400
"Cont", "Салат "Молодой Шпинат" Белая Дача Россия 75г", 13000

"Utkonos", "Дрожжи Саф-Левюр сухие активные 100г", 3910
"Cont", "Дрожжи сухие "Саф-Левюр" активные 50г", 2270

"Utkonos", "Лимонная кислота Dr.Oetker 5шт по 8г", 4660
"Cont", "Дрожжи сухие "Dr.Oetker" (Доктор Оеткер) 5шт по 7г", 6390

"Utkonos", "Чудо фасоль Домашние Традиции с грибами, 530г", 11800
"Cont", "Мука пшеничная "Едим Дома" хлебопекарная в/с 2кг", 12000

"Utkonos", "Крупа манная 1кг", 4150
"Cont", "Мука блинная "Рязаночка" 1кг", 4490

"Komus", "Вата хирургическая стерильная  250г, 40шт/кор.", 5734
"Cont", "Макаронные изделия "Riscossa" (Рискосса) кучеле 500г", 6190

"Utkonos", "Шоколад Россия щедрая душа Российский темный с миндалем, 90г", 5210
"Cont", "Макаронные изделия "Шебекинские" рожок витой высший сорт 450г Россия", 4690

"Utkonos", "Макаронные изделия Baronia Lumaconi 500г", 25200
"Cont", "Макаронные изделия "La Molisana" (Ла Молисана) №104 Fettuccine (лапша в гнездах) 500г", 21000

"Utkonos", "Кускус Bravolli 350г", 9450
